PPI,viral_prot,host_prot,class
ORF10~Q9H1K0,ORF10,Q9H1K0,Negative
NSP16~Q9BS16,NSP16,Q9BS16,Negative
ORF3B~P78316,ORF3B,P78316,Negative
NSP2~Q9NV06,NSP2,Q9NV06,Negative
ORF7B~P16615,ORF7B,P16615,Negative
ORF8~Q9Y5Y0,ORF8,Q9Y5Y0,Negative
NSP13~Q14318,NSP13,Q14318,Negative
NSP13~P19075,NSP13,P19075,Negative
NSP16~P07306,NSP16,P07306,Negative
NSP8~Q14019,NSP8,Q14019,Negative
NSP11~Q8TCJ2,NSP11,Q8TCJ2,Negative
ORF10~Q5T2W1,ORF10,Q5T2W1,Negative
ORF7B~P34896,ORF7B,P34896,Negative
NSP1~Q9HD45,NSP1,Q9HD45,Negative
NSP12~O00151,NSP12,O00151,Negative
NSP7~Q96KA5,NSP7,Q96KA5,Negative
NSP1~P28838,NSP1,P28838,Negative
NSP1~P19404,NSP1,P19404,Negative
NSP8~Q8WVJ2,NSP8,Q8WVJ2,Negative
NSP14~Q9BW27,NSP14,Q9BW27,Negative
ORF10~P04844,ORF10,P04844,Negative
NSP12~Q6IAN0,NSP12,Q6IAN0,Negative
NSP9~Q8WX93,NSP9,Q8WX93,Negative
ORF9C~Q9UIF8,ORF9C,Q9UIF8,Negative
NSP10~Q8NI22,NSP10,Q8NI22,Negative
NSP15~Q96HV5,NSP15,Q96HV5,Negative
NSP11~O14662,NSP11,O14662,Negative
ORF9C~P62424,ORF9C,P62424,Negative
ORF3A~Q8ND83,ORF3A,Q8ND83,Negative
E~Q9NXK6,E,Q9NXK6,Negative
NSP16~P0DMV8,NSP16,P0DMV8,Negative
ORF3A~Q9Y6M7,ORF3A,Q9Y6M7,Negative
ORF7A~O00767,ORF7A,O00767,Negative
ORF9C~Q9NZ45,ORF9C,Q9NZ45,Negative
NSP2~Q9Y4P3,NSP2,Q9Y4P3,Negative
ORF7B~Q9H9B4,ORF7B,Q9H9B4,Negative
ORF8~Q9NVH0,ORF8,Q9NVH0,Negative
ORF3A~Q8NCG7,ORF3A,Q8NCG7,Negative
ORF14~P34897,ORF14,P34897,Negative
NSP12~P35916,NSP12,P35916,Negative
NSP4~Q9H3R2,NSP4,Q9H3R2,Negative
ORF3B~O75223,ORF3B,O75223,Negative
N~P18850,N,P18850,Negative
NSP6~P62826,NSP6,P62826,Negative
NSP15~Q96EX1,NSP15,Q96EX1,Negative
ORF7B~Q53HC0,ORF7B,Q53HC0,Negative
NSP14~Q99500,NSP14,Q99500,Negative
ORF3A~O00400,ORF3A,O00400,Negative
NSP14~P46926,NSP14,P46926,Negative
NSP2~A2A3N6,NSP2,A2A3N6,Negative
ORF9C~Q8N122,ORF9C,Q8N122,Negative
NSP1~Q9BRJ7,NSP1,Q9BRJ7,Negative
N~P55036,N,P55036,Negative
NSP13~O95208,NSP13,O95208,Negative
NSP12~Q15118,NSP12,Q15118,Negative
NSP9~Q5SZL2,NSP9,Q5SZL2,Negative
NSP8~P13747,NSP8,P13747,Negative
ORF7B~Q9HCU5,ORF7B,Q9HCU5,Negative
N~Q9UHG0,N,Q9UHG0,Negative
NSP1~Q15051,NSP1,Q15051,Negative
ORF3B~P61106,ORF3B,P61106,Negative
ORF6~P10620,ORF6,P10620,Negative
NSP1~Q5GLZ8,NSP1,Q5GLZ8,Negative
NSP14~Q13370,NSP14,Q13370,Negative
NSP16~O75352,NSP16,O75352,Negative
NSP3~Q8ND83,NSP3,Q8ND83,Negative
NSP16~Q8NCG7,NSP16,Q8NCG7,Negative
ORF3B~Q9Y394,ORF3B,Q9Y394,Negative
NSP12~Q9H1E5,NSP12,Q9H1E5,Negative
NSP4~O43427,NSP4,O43427,Negative
NSP7~P62854,NSP7,P62854,Negative
N~Q8IWB1,N,Q8IWB1,Negative
M~Q13488,M,Q13488,Negative
ORF9C~P17655,ORF9C,P17655,Negative
E~O75509,E,O75509,Negative
NSP11~Q8NC42,NSP11,Q8NC42,Negative
ORF10~P17980,ORF10,P17980,Negative
S~P33992,S,P33992,Negative
ORF10~P20340,ORF10,P20340,Negative
NSP4~Q587I9,NSP4,Q587I9,Negative
NSP4~Q8TCN5,NSP4,Q8TCN5,Negative
S~P47900,S,P47900,Negative
ORF9C~P56749,ORF9C,P56749,Negative
NSP5~Q9NVX2,NSP5,Q9NVX2,Negative
ORF3B~P51572,ORF3B,P51572,Negative
NSP14~Q14680,NSP14,Q14680,Negative
NSP10~Q15070,NSP10,Q15070,Negative
NSP12~O95155,NSP12,O95155,Negative
ORF7B~O75915,ORF7B,O75915,Negative
NSP9~Q8NE01,NSP9,Q8NE01,Negative
ORF9B~O14828,ORF9B,O14828,Negative
ORF14~Q5H8A4,ORF14,Q5H8A4,Negative
ORF3B~Q9NYY8,ORF3B,Q9NYY8,Negative
NSP16~P48651,NSP16,P48651,Negative
NSP7~Q9Y3X0,NSP7,Q9Y3X0,Negative
ORF7A~Q9NUJ3,ORF7A,Q9NUJ3,Negative
NSP1~Q9HD26,NSP1,Q9HD26,Negative
N~Q9Y678,N,Q9Y678,Negative
NSP4~Q96FC9,NSP4,Q96FC9,Negative
NSP14~Q9UH65,NSP14,Q9UH65,Negative
NSP12~P08758,NSP12,P08758,Negative
NSP8~P49720,NSP8,P49720,Negative
ORF7A~P07737,ORF7A,P07737,Negative
M~Q9HD45,M,Q9HD45,Negative
NSP5~Q02790,NSP5,Q02790,Negative
NSP13~Q8N511,NSP13,Q8N511,Negative
NSP7~Q5J8M3,NSP7,Q5J8M3,Negative
NSP16~Q9Y4R8,NSP16,Q9Y4R8,Negative
ORF7B~P78310,ORF7B,P78310,Negative
NSP2~P11717,NSP2,P11717,Negative
NSP5~P51571,NSP5,P51571,Negative
NSP2~Q8N0Z8,NSP2,Q8N0Z8,Negative
ORF3B~P46777,ORF3B,P46777,Negative
ORF8~Q86X55,ORF8,Q86X55,Negative
ORF6~P55263,ORF6,P55263,Negative
ORF3B~P50479,ORF3B,P50479,Negative
NSP14~P31327,NSP14,P31327,Negative
NSP16~P20700,NSP16,P20700,Negative
NSP12~Q9H2Y7,NSP12,Q9H2Y7,Negative
S~Q92545,S,Q92545,Negative
ORF9B~O00425,ORF9B,O00425,Negative
NSP10~P48643,NSP10,P48643,Negative
NSP6~Q9H2P9,NSP6,Q9H2P9,Negative
ORF10~P52848,ORF10,P52848,Negative
ORF7A~Q9NZC7,ORF7A,Q9NZC7,Negative
NSP11~Q13438,NSP11,Q13438,Negative
E~Q9BW27,E,Q9BW27,Negative
ORF8~P51809,ORF8,P51809,Negative
NSP14~Q8IVF2,NSP14,Q8IVF2,Negative
NSP9~Q8TEH3,NSP9,Q8TEH3,Negative
ORF10~P62330,ORF10,P62330,Negative
ORF14~Q13884,ORF14,Q13884,Negative
NSP10~O15498,NSP10,O15498,Negative
S~A6NK89,S,A6NK89,Negative
NSP6~P52569,NSP6,P52569,Negative
ORF14~O75953,ORF14,O75953,Negative
NSP14~O14646,NSP14,O14646,Negative
NSP10~Q9NW15,NSP10,Q9NW15,Negative
NSP4~Q86W47,NSP4,Q86W47,Negative
NSP14~P29323,NSP14,P29323,Negative
NSP14~Q9BRJ2,NSP14,Q9BRJ2,Negative
NSP9~O00308,NSP9,O00308,Negative
ORF9C~P84157,ORF9C,P84157,Negative
NSP10~P48449,NSP10,P48449,Negative
N~Q86W74,N,Q86W74,Negative
NSP8~O43765,NSP8,O43765,Negative
NSP7~O75911,NSP7,O75911,Negative
NSP12~Q9NVI1,NSP12,Q9NVI1,Negative
NSP6~Q13948,NSP6,Q13948,Negative
ORF3A~Q7Z5J4,ORF3A,Q7Z5J4,Negative
N~Q96KP1,N,Q96KP1,Negative
S~Q15800,S,Q15800,Negative
NSP10~P40939,NSP10,P40939,Negative
NSP14~Q96CP7,NSP14,Q96CP7,Negative
NSP9~O43570,NSP9,O43570,Negative
NSP1~O76064,NSP1,O76064,Negative
NSP1~P12235,NSP1,P12235,Negative
ORF3A~P42677,ORF3A,P42677,Negative
NSP15~P62701,NSP15,P62701,Negative
NSP6~Q15773,NSP6,Q15773,Negative
ORF7A~Q8IZH2,ORF7A,Q8IZH2,Negative
NSP8~Q8IWJ2,NSP8,Q8IWJ2,Negative
NSP7~O15226,NSP7,O15226,Negative
NSP13~O75131,NSP13,O75131,Negative
S~Q68DI1,S,Q68DI1,Negative
ORF3A~Q14699,ORF3A,Q14699,Negative
NSP10~Q05655,NSP10,Q05655,Negative
E~Q9P0S3,E,Q9P0S3,Negative
ORF8~Q00610,ORF8,Q00610,Negative
NSP15~Q9NQG5,NSP15,Q9NQG5,Negative
NSP8~Q9H267,NSP8,Q9H267,Negative
NSP7~P20700,NSP7,P20700,Negative
S~Q99460,S,Q99460,Negative
NSP14~P38432,NSP14,P38432,Negative
NSP13~P50479,NSP13,P50479,Negative
ORF3B~Q9H0U4,ORF3B,Q9H0U4,Negative
NSP13~Q10570,NSP13,Q10570,Negative
NSP7~Q14789,NSP7,Q14789,Negative
M~P11532,M,P11532,Negative
NSP6~O60427,NSP6,O60427,Negative
ORF7B~P51788,ORF7B,P51788,Negative
NSP15~O75387,NSP15,O75387,Negative
NSP9~Q8WVQ1,NSP9,Q8WVQ1,Negative
N~Q9Y4I1,N,Q9Y4I1,Negative
ORF7A~Q58EX7,ORF7A,Q58EX7,Negative
NSP8~Q6ZWL3,NSP8,Q6ZWL3,Negative
NSP13~A1L3X0,NSP13,A1L3X0,Negative
NSP15~Q8IWA4,NSP15,Q8IWA4,Negative
NSP1~P26038,NSP1,P26038,Negative
NSP6~Q9Y2S6,NSP6,Q9Y2S6,Negative
ORF3A~Q8WUM9,ORF3A,Q8WUM9,Negative
NSP2~Q8N357,NSP2,Q8N357,Negative
NSP1~Q9UM00,NSP1,Q9UM00,Negative
NSP9~Q9NZ52,NSP9,Q9NZ52,Negative
M~P12109,M,P12109,Negative
NSP15~P40939,NSP15,P40939,Negative
ORF9B~O75054,ORF9B,O75054,Negative
NSP3~Q9NRC1,NSP3,Q9NRC1,Negative
NSP2~P36896,NSP2,P36896,Negative
ORF10~A8CG34,ORF10,A8CG34,Negative
NSP1~Q9BTY2,NSP1,Q9BTY2,Negative
N~O60888,N,O60888,Negative
ORF7A~Q9BUN8,ORF7A,Q9BUN8,Negative
ORF14~Q9UJW0,ORF14,Q9UJW0,Negative
ORF8~Q9Y6M5,ORF8,Q9Y6M5,Negative
NSP12~Q6P1M0,NSP12,Q6P1M0,Negative
NSP1~Q9Y446,NSP1,Q9Y446,Negative
NSP2~Q86UU1,NSP2,Q86UU1,Negative
NSP2~P42226,NSP2,P42226,Negative
NSP4~P23634,NSP4,P23634,Negative
ORF8~Q8TEY7,ORF8,Q8TEY7,Negative
S~P98172,S,P98172,Negative
ORF3B~O14656,ORF3B,O14656,Negative
NSP13~Q96PM5,NSP13,Q96PM5,Negative
ORF7A~P51589,ORF7A,P51589,Negative
N~P05121,N,P05121,Negative
ORF6~P28838,ORF6,P28838,Negative
NSP1~O43795,NSP1,O43795,Negative
NSP14~Q15056,NSP14,Q15056,Negative
NSP12~Q96RQ3,NSP12,Q96RQ3,Negative
ORF9B~P07948,ORF9B,P07948,Negative
M~Q9Y5W7,M,Q9Y5W7,Negative
ORF8~P10586,ORF8,P10586,Negative
NSP11~Q9UNF0,NSP11,Q9UNF0,Negative
ORF9B~Q9UJX5,ORF9B,Q9UJX5,Negative
NSP10~Q8TAT6,NSP10,Q8TAT6,Negative
ORF9B~Q9C0C4,ORF9B,Q9C0C4,Negative
NSP14~O95159,NSP14,O95159,Negative
N~Q9H329,N,Q9H329,Negative
NSP12~O75953,NSP12,O75953,Negative
E~Q13627,E,Q13627,Negative
ORF3A~O75436,ORF3A,O75436,Negative
ORF9C~P30825,ORF9C,P30825,Negative
NSP1~Q96JQ2,NSP1,Q96JQ2,Negative
NSP8~Q96CS3,NSP8,Q96CS3,Negative
ORF3A~Q8IZE3,ORF3A,Q8IZE3,Negative
NSP16~Q9UNK0,NSP16,Q9UNK0,Negative
ORF7B~Q9Y6I9,ORF7B,Q9Y6I9,Negative
ORF7A~P17987,ORF7A,P17987,Negative
NSP16~Q00535,NSP16,Q00535,Negative
NSP16~Q15464,NSP16,Q15464,Negative
NSP2~Q9H8W4,NSP2,Q9H8W4,Negative
NSP5~Q9NR31,NSP5,Q9NR31,Negative
NSP3~Q8N0U8,NSP3,Q8N0U8,Negative
M~Q96N67,M,Q96N67,Negative
NSP7~Q9H3P7,NSP7,Q9H3P7,Negative
NSP3~Q86VZ5,NSP3,Q86VZ5,Negative
ORF9C~Q92643,ORF9C,Q92643,Negative
NSP9~Q99470,NSP9,Q99470,Negative
NSP8~Q9UH65,NSP8,Q9UH65,Negative
NSP14~Q9Y3E5,NSP14,Q9Y3E5,Negative
NSP4~Q8NCH0,NSP4,Q8NCH0,Negative
NSP8~O96011,NSP8,O96011,Negative
NSP15~Q9Y265,NSP15,Q9Y265,Negative
NSP2~Q96GC9,NSP2,Q96GC9,Negative
NSP3~O43592,NSP3,O43592,Negative
NSP14~P06748,NSP14,P06748,Negative
NSP5~Q9HA82,NSP5,Q9HA82,Negative
ORF3B~Q14165,ORF3B,Q14165,Negative
NSP10~P15514,NSP10,P15514,Negative
E~Q96ME7,E,Q96ME7,Negative
NSP13~Q13740,NSP13,Q13740,Negative
ORF14~P35611,ORF14,P35611,Negative
NSP15~P0DMV8,NSP15,P0DMV8,Negative
NSP7~Q13438,NSP7,Q13438,Negative
ORF14~Q96RD7,ORF14,Q96RD7,Negative
NSP2~P17980,NSP2,P17980,Negative
NSP11~Q643R3,NSP11,Q643R3,Negative
ORF6~Q15005,ORF6,Q15005,Negative
ORF10~Q9NRW7,ORF10,Q9NRW7,Negative
S~Q8IWA4,S,Q8IWA4,Negative
NSP11~Q8TCD1,NSP11,Q8TCD1,Negative
NSP3~Q86YR5,NSP3,Q86YR5,Negative
NSP15~Q9H0S4,NSP15,Q9H0S4,Negative
E~Q9BSR8,E,Q9BSR8,Negative
ORF7B~Q15269,ORF7B,Q15269,Negative
ORF7A~O75410,ORF7A,O75410,Negative
NSP11~A5YKK6,NSP11,A5YKK6,Negative
NSP16~O76003,NSP16,O76003,Negative
ORF8~P61758,ORF8,P61758,Negative
NSP11~Q7L5A8,NSP11,Q7L5A8,Negative
NSP15~P51659,NSP15,P51659,Negative
NSP9~P61619,NSP9,P61619,Negative
NSP13~O14763,NSP13,O14763,Negative
ORF10~Q8NB49,ORF10,Q8NB49,Negative
NSP15~P30990,NSP15,P30990,Negative
NSP15~Q96A33,NSP15,Q96A33,Negative
N~P62873,N,P62873,Negative
NSP6~P42677,NSP6,P42677,Negative
ORF9B~O14595,ORF9B,O14595,Negative
NSP4~C4AMC7,NSP4,C4AMC7,Negative
ORF3B~P13667,ORF3B,P13667,Negative
NSP10~P62820,NSP10,P62820,Negative
ORF3A~Q6NUK4,ORF3A,Q6NUK4,Negative
ORF7B~Q8IWR1,ORF7B,Q8IWR1,Negative
NSP1~Q15382,NSP1,Q15382,Negative
NSP3~P08910,NSP3,P08910,Negative
NSP5~Q5J8M3,NSP5,Q5J8M3,Negative
NSP15~Q5SY16,NSP15,Q5SY16,Negative
NSP3~O00192,NSP3,O00192,Negative
N~Q15813,N,Q15813,Negative
NSP4~Q8WY36,NSP4,Q8WY36,Negative
NSP6~Q9HB20,NSP6,Q9HB20,Negative
NSP12~Q8NEZ5,NSP12,Q8NEZ5,Negative
ORF9C~P49257,ORF9C,P49257,Negative
NSP13~Q16584,NSP13,Q16584,Negative
NSP4~O43684,NSP4,O43684,Negative
ORF8~Q15042,ORF8,Q15042,Negative
ORF9C~Q9Y5W7,ORF9C,Q9Y5W7,Negative
NSP1~Q8NC42,NSP1,Q8NC42,Negative
NSP13~Q9HCE9,NSP13,Q9HCE9,Negative
N~O75054,N,O75054,Negative
NSP14~Q8TF71,NSP14,Q8TF71,Negative
ORF7B~O43396,ORF7B,O43396,Negative
NSP7~P14735,NSP7,P14735,Negative
N~Q9UI09,N,Q9UI09,Negative
NSP12~Q04656,NSP12,Q04656,Negative
ORF6~Q8TAD4,ORF6,Q8TAD4,Negative
ORF3A~O95476,ORF3A,O95476,Negative
M~Q86XT9,M,Q86XT9,Negative
ORF3B~Q9GZU7,ORF3B,Q9GZU7,Negative
ORF6~Q9BY50,ORF6,Q9BY50,Negative
ORF3B~Q96RQ1,ORF3B,Q96RQ1,Negative
E~Q8TEH3,E,Q8TEH3,Negative
NSP4~P49590,NSP4,P49590,Negative
E~Q9P0I2,E,Q9P0I2,Negative
NSP1~Q8TBZ3,NSP1,Q8TBZ3,Negative
NSP4~Q5SZL2,NSP4,Q5SZL2,Negative
E~P19075,E,P19075,Negative
E~Q9H9Y6,E,Q9H9Y6,Negative
S~P27105,S,P27105,Negative
NSP10~P53621,NSP10,P53621,Negative
ORF8~Q16822,ORF8,Q16822,Negative
NSP11~Q9NZ32,NSP11,Q9NZ32,Negative
ORF10~Q9H892,ORF10,Q9H892,Negative
NSP11~Q99618,NSP11,Q99618,Negative
NSP5~P85037,NSP5,P85037,Negative
ORF7A~Q8WY36,ORF7A,Q8WY36,Negative
NSP14~Q9H0U4,NSP14,Q9H0U4,Negative
ORF8~Q587I9,ORF8,Q587I9,Negative
NSP5~Q9NSY1,NSP5,Q9NSY1,Negative
NSP9~Q8TF71,NSP9,Q8TF71,Negative
ORF7A~Q2KHR3,ORF7A,Q2KHR3,Negative
NSP16~Q8NBP0,NSP16,Q8NBP0,Negative
E~Q86YQ8,E,Q86YQ8,Negative
NSP10~Q86YA3,NSP10,Q86YA3,Negative
NSP2~O14964,NSP2,O14964,Negative
NSP1~P07947,NSP1,P07947,Negative
NSP8~Q6PML9,NSP8,Q6PML9,Negative
ORF8~Q9NVJ2,ORF8,Q9NVJ2,Negative
NSP6~P15153,NSP6,P15153,Negative
ORF7B~Q00325,ORF7B,Q00325,Negative
ORF7A~Q92887,ORF7A,Q92887,Negative
ORF14~O95831,ORF14,O95831,Negative
ORF6~Q9BV23,ORF6,Q9BV23,Negative
N~Q9P2B7,N,Q9P2B7,Negative
NSP8~Q9UBF2,NSP8,Q9UBF2,Negative
ORF7B~P46926,ORF7B,P46926,Negative
ORF7A~Q9UN70,ORF7A,Q9UN70,Negative
ORF7A~Q7Z4G1,ORF7A,Q7Z4G1,Negative
NSP10~P52799,NSP10,P52799,Negative
NSP8~P43003,NSP8,P43003,Negative
S~P14209,S,P14209,Negative
NSP14~P07686,NSP14,P07686,Negative
ORF9B~Q5VSY0,ORF9B,Q5VSY0,Negative
NSP10~P05121,NSP10,P05121,Negative
NSP9~Q6PJW8,NSP9,Q6PJW8,Negative
NSP8~Q99941,NSP8,Q99941,Negative
NSP9~A1L390,NSP9,A1L390,Negative
NSP15~Q9HCU4,NSP15,Q9HCU4,Negative
ORF3A~Q92535,ORF3A,Q92535,Negative
NSP10~P17706,NSP10,P17706,Negative
NSP5~Q9NVH2,NSP5,Q9NVH2,Negative
NSP2~O75581,NSP2,O75581,Negative
NSP7~Q8N357,NSP7,Q8N357,Negative
NSP7~Q07021,NSP7,Q07021,Negative
E~Q9NQX7,E,Q9NQX7,Negative
ORF3A~P43003,ORF3A,P43003,Negative
NSP6~P29317,NSP6,P29317,Negative
ORF9C~Q92783,ORF9C,Q92783,Negative
NSP4~P68104,NSP4,P68104,Negative
NSP13~Q02297,NSP13,Q02297,Negative
NSP9~Q8NBM4,NSP9,Q8NBM4,Negative
NSP10~P61769,NSP10,P61769,Negative
NSP5~Q9NRG9,NSP5,Q9NRG9,Negative
NSP5~O14979,NSP5,O14979,Negative
NSP13~Q9H8H2,NSP13,Q9H8H2,Negative
S~P28074,S,P28074,Negative
ORF3A~O75096,ORF3A,O75096,Negative
NSP10~Q9NUP9,NSP10,Q9NUP9,Negative
NSP1~Q9H6H4,NSP1,Q9H6H4,Negative
NSP9~Q9BTC8,NSP9,Q9BTC8,Negative
ORF7B~O00767,ORF7B,O00767,Negative
NSP15~O14525,NSP15,O14525,Negative
NSP2~P35658,NSP2,P35658,Negative
NSP8~Q6NT16,NSP8,Q6NT16,Negative
S~P17023,S,P17023,Negative
NSP11~A2RUB6,NSP11,A2RUB6,Negative
NSP8~P10620,NSP8,P10620,Negative
M~O60427,M,O60427,Negative
ORF14~O75787,ORF14,O75787,Negative
NSP4~P49840,NSP4,P49840,Negative
S~P27449,S,P27449,Negative
NSP3~P24723,NSP3,P24723,Negative
M~Q15070,M,Q15070,Negative
ORF14~P41091,ORF14,P41091,Negative
NSP10~Q9Y2V7,NSP10,Q9Y2V7,Negative
NSP10~P82912,NSP10,P82912,Negative
ORF7B~Q8TDX7,ORF7B,Q8TDX7,Negative
NSP11~O15258,NSP11,O15258,Negative
ORF9B~Q8IW92,ORF9B,Q8IW92,Negative
NSP13~Q8WU20,NSP13,Q8WU20,Negative
NSP1~Q01650,NSP1,Q01650,Negative
M~P62993,M,P62993,Negative
ORF9C~P04035,ORF9C,P04035,Negative
NSP6~Q96JW4,NSP6,Q96JW4,Negative
ORF7A~Q96K37,ORF7A,Q96K37,Negative
ORF14~Q16795,ORF14,Q16795,Negative
ORF8~Q92747,ORF8,Q92747,Negative
ORF14~P82673,ORF14,P82673,Negative
ORF14~O60503,ORF14,O60503,Negative
E~Q9H8H3,E,Q9H8H3,Negative
N~Q15185,N,Q15185,Negative
ORF3A~O94788,ORF3A,O94788,Negative
NSP1~Q9H9Y6,NSP1,Q9H9Y6,Negative
ORF6~Q96CP7,ORF6,Q96CP7,Negative
NSP15~Q14318,NSP15,Q14318,Negative
NSP7~Q9UBH6,NSP7,Q9UBH6,Negative
NSP14~Q9NZ53,NSP14,Q9NZ53,Negative
ORF8~P51788,ORF8,P51788,Negative
NSP7~P04920,NSP7,P04920,Negative
ORF3A~Q75V66,ORF3A,Q75V66,Negative
ORF14~P55011,ORF14,P55011,Negative
S~Q16799,S,Q16799,Negative
ORF6~Q16799,ORF6,Q16799,Negative
ORF7A~P06756,ORF7A,P06756,Negative
NSP4~A4D1E9,NSP4,A4D1E9,Negative
NSP16~Q14244,NSP16,Q14244,Negative
ORF3A~Q8WUK0,ORF3A,Q8WUK0,Negative
ORF7A~Q96RD7,ORF7A,Q96RD7,Negative
NSP5~Q9H6U8,NSP5,Q9H6U8,Negative
N~P51659,N,P51659,Negative
N~O94806,N,O94806,Negative
NSP10~Q9ULW3,NSP10,Q9ULW3,Negative
N~Q9NV66,N,Q9NV66,Negative
ORF7A~O14745,ORF7A,O14745,Negative
NSP16~Q9Y3E5,NSP16,Q9Y3E5,Negative
NSP5~O96005,NSP5,O96005,Negative
N~Q13144,N,Q13144,Negative
NSP3~Q8N5K1,NSP3,Q8N5K1,Negative
NSP5~Q6NUM9,NSP5,Q6NUM9,Negative
ORF7B~Q96Q80,ORF7B,Q96Q80,Negative
ORF9C~Q9H089,ORF9C,Q9H089,Negative
E~Q8WXE0,E,Q8WXE0,Negative
NSP2~Q9NSY1,NSP2,Q9NSY1,Negative
NSP2~P48594,NSP2,P48594,Negative
NSP14~Q96CS2,NSP14,Q96CS2,Negative
NSP16~P62277,NSP16,P62277,Negative
ORF14~O96018,ORF14,O96018,Negative
NSP10~Q14166,NSP10,Q14166,Negative
NSP14~Q5JSZ5,NSP14,Q5JSZ5,Negative
NSP8~Q8NFJ5,NSP8,Q8NFJ5,Negative
ORF7B~Q10570,ORF7B,Q10570,Negative
NSP5~Q9NV31,NSP5,Q9NV31,Negative
M~O00194,M,O00194,Negative
M~Q8IXB1,M,Q8IXB1,Negative
NSP5~P78504,NSP5,P78504,Negative
NSP13~Q96SQ9,NSP13,Q96SQ9,Negative
NSP13~Q96AG4,NSP13,Q96AG4,Negative
NSP15~Q8TBA6,NSP15,Q8TBA6,Negative
ORF8~P49069,ORF8,P49069,Negative
NSP3~Q96KP1,NSP3,Q96KP1,Negative
ORF8~P51784,ORF8,P51784,Negative
ORF3B~Q9UII4,ORF3B,Q9UII4,Negative
M~P58004,M,P58004,Negative
NSP15~Q8TF71,NSP15,Q8TF71,Negative
ORF6~Q12907,ORF6,Q12907,Negative
NSP12~Q00013,NSP12,Q00013,Negative
NSP5~Q9Y6B6,NSP5,Q9Y6B6,Negative
ORF9C~P50851,ORF9C,P50851,Negative
NSP2~P19404,NSP2,P19404,Negative
NSP8~O14656,NSP8,O14656,Negative
ORF10~Q8WYP5,ORF10,Q8WYP5,Negative
ORF8~Q9BZG1,ORF8,Q9BZG1,Negative
NSP3~Q9BQE5,NSP3,Q9BQE5,Negative
ORF7B~O76031,ORF7B,O76031,Negative
NSP9~P62241,NSP9,P62241,Negative
ORF10~Q9BRQ0,ORF10,Q9BRQ0,Negative
NSP10~P62491,NSP10,P62491,Negative
N~Q99470,N,Q99470,Negative
ORF3A~Q96PM5,ORF3A,Q96PM5,Negative
NSP5~P43034,NSP5,P43034,Negative
NSP13~Q08211,NSP13,Q08211,Negative
ORF3A~Q6P158,ORF3A,Q6P158,Negative
NSP7~O43396,NSP7,O43396,Negative
N~Q969R5,N,Q969R5,Negative
NSP7~O95817,NSP7,O95817,Negative
NSP13~Q8N183,NSP13,Q8N183,Negative
NSP3~Q96K49,NSP3,Q96K49,Negative
NSP6~O15013,NSP6,O15013,Negative
NSP8~Q8IZJ1,NSP8,Q8IZJ1,Negative
NSP11~Q9NVU7,NSP11,Q9NVU7,Negative
NSP8~P63027,NSP8,P63027,Negative
S~O75494,S,O75494,Negative
NSP2~P35544,NSP2,P35544,Negative
NSP10~Q96RT7,NSP10,Q96RT7,Negative
NSP6~Q86XT9,NSP6,Q86XT9,Negative
NSP16~O94874,NSP16,O94874,Negative
ORF10~Q9NRW1,ORF10,Q9NRW1,Negative
ORF10~Q08357,ORF10,Q08357,Negative
NSP10~Q96K49,NSP10,Q96K49,Negative
NSP4~Q7Z5J4,NSP4,Q7Z5J4,Negative
ORF3A~P31639,ORF3A,P31639,Negative
ORF10~Q86UW2,ORF10,Q86UW2,Negative
NSP6~Q9GZP9,NSP6,Q9GZP9,Negative
NSP1~O75534,NSP1,O75534,Negative
ORF9C~P51784,ORF9C,P51784,Negative
NSP6~Q9BXI6,NSP6,Q9BXI6,Negative
NSP13~Q9H490,NSP13,Q9H490,Negative
ORF7B~P50502,ORF7B,P50502,Negative
NSP11~Q9UK32,NSP11,Q9UK32,Negative
M~Q9H6H4,M,Q9H6H4,Negative
NSP1~P48643,NSP1,P48643,Negative
ORF9B~Q86XL3,ORF9B,Q86XL3,Negative
NSP16~Q86UU1,NSP16,Q86UU1,Negative
NSP1~Q9UBQ6,NSP1,Q9UBQ6,Negative
NSP11~P62330,NSP11,P62330,Negative
N~Q9BW60,N,Q9BW60,Negative
ORF7B~Q99805,ORF7B,Q99805,Negative
NSP3~Q8TBF5,NSP3,Q8TBF5,Negative
ORF3A~Q8IXK0,ORF3A,Q8IXK0,Negative
ORF7B~P13164,ORF7B,P13164,Negative
ORF3B~Q15006,ORF3B,Q15006,Negative
S~Q8NEW0,S,Q8NEW0,Negative
ORF10~Q9BUH8,ORF10,Q9BUH8,Negative
ORF9C~P19388,ORF9C,P19388,Negative
S~A1L3X0,S,A1L3X0,Negative
NSP7~Q9BY50,NSP7,Q9BY50,Negative
ORF9C~P55735,ORF9C,P55735,Negative
NSP1~O14662,NSP1,O14662,Negative
NSP16~P42166,NSP16,P42166,Negative
M~Q9NXH9,M,Q9NXH9,Negative
NSP10~P84996,NSP10,P84996,Negative
NSP2~Q9BQL6,NSP2,Q9BQL6,Negative
NSP15~Q99941,NSP15,Q99941,Negative
NSP5~Q8NEN9,NSP5,Q8NEN9,Negative
NSP16~Q27J81,NSP16,Q27J81,Negative
NSP4~Q8IVD9,NSP4,Q8IVD9,Negative
NSP11~Q9Y5X3,NSP11,Q9Y5X3,Negative
NSP15~Q15057,NSP15,Q15057,Negative
